family,scientific_name,common_name,lifestyle,mr_sample_size,mr_mass_grams,mr_temp_celcius,whole_organism_mr_watts,amat,amax,repro_output,rmax,m_rtype,trophic_position,tro_standard_error
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27
ammodytidae,Ammodytes_tobianus,lesser_sand-eel,benthic,7,3.5,10,9.45875e-4,1,7,24.1166611920648,2.24938025162531,rmr,3.1,0.07
anoplopomatidae,Anoplopoma_fimbria,sablefish,pelagic,12,619,11.999,0.154438811807648,6.86,102,0.60607023742012,0.122627442523401,rmr,3.8,0.2
carcharhinidae,Carcharhinus_leucas,bull_shark,pelagic,9,5000,19.7,1.98575,9.5,27,2.25,0.190907874016428,rmr,4.3,0.46
carcharhinidae,Carcharhinus_leucas,bull_shark,pelagic,9,5000,19.7,1.98575,9.5,27,2.25,0.190907874016428,rmr,4.3,0.46
carcharhinidae,Carcharhinus_leucas,bull_shark,pelagic,9,5000,19.7,1.98575,9.5,27,2.25,0.190907874016428,rmr,4.3,0.46
carcharhinidae,Carcharhinus_melanopterus,blacktip_reef_shark,benthopelagic,8,1080,29.66,0.4268916,8.5,25,1,0.14078988953422,rmr,3.9,0.41
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,16,3609.0625,18,0.630069270833333,18,40,2.1,0.116185294945653,rmr,4.5,NA
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,44,330.8193182,29.95,0.262269464038988,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,44,330.8193182,29.95,0.262269464038988,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,44,330.8193182,29.95,0.262269464038988,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,44,330.8193182,29.95,0.262269464038988,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,44,330.8193182,29.95,0.262269464038988,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,16,350.909375,13.09125,0.0655320150802409,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,16,350.909375,13.09125,0.0655320150802409,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,16,350.909375,13.09125,0.0655320150802409,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,16,350.909375,13.09125,0.0655320150802409,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
serranidae,Centropristis_striata,black_sea_bass,benthopelagic,16,350.909375,13.09125,0.0655320150802409,2,15,13.8653404158325,0.728775581779795,rmr,3.9,0.19
moronidae,Dicentrarchus_labrax,european_bass,pelagic,19,514,14,0.112737333333333,5.5,30,7.5047021174903,0.135111749311967,rmr,3.5,0.5
moronidae,Dicentrarchus_labrax,european_bass,pelagic,19,514,14,0.112737333333333,5.5,30,7.5047021174903,0.135111749311967,rmr,3.5,0.5
engraulidae,Engraulis_ringens,peruvian_anchovetta,pelagic,NA,12.6,15,0.005473195,0.5,3,68.6807511188851,1.71781992605084,rmr,2.9,0.38
engraulidae,Engraulis_ringens,peruvian_anchovetta,pelagic,NA,12.6,15,0.005473195,0.5,3,68.6807511188851,1.71781992605084,rmr,2.9,0.38
engraulidae,Engraulis_ringens,peruvian_anchovetta,pelagic,NA,12.6,15,0.005473195,0.5,3,68.6807511188851,1.71781992605084,rmr,2.9,0.38
engraulidae,Engraulis_ringens,peruvian_anchovetta,pelagic,NA,12.6,15,0.005473195,0.5,3,68.6807511188851,1.71781992605084,rmr,2.9,0.38
engraulidae,Engraulis_ringens,peruvian_anchovetta,pelagic,NA,12.6,15,0.005473195,0.5,3,68.6807511188851,1.71781992605084,rmr,2.9,0.38
