family,scientific_name,common_name,lifestyle,mr_sample_size,mr_mass_grams,mr_temp_celcius,whole_organism_mr_watts,amat,amax,repro_output,rmax,m_rtype,trophic_position,tro_standard_error,whole_organism_mr_watts_fourth_root,mass_fourth_root,std_whole_organism_mr_watts_fourth,std_mass_fourth_root,std_trophic_position
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
rajidae,Amblyraja_radiata,throny_skate,benthic,9,1276.66666666667,13,0.163763778855667,11,28,7.5,0.253487417475029,rmr,4.2,0.27,0.6361425754174541,5.977497178777894,-0.022301870565786995,0.7131035633188685,0.8817874189689912
ammodytidae,Ammodytes_tobianus,lesser_sand-eel,benthic,7,3.5,10,9.45875e-4,1,7,24.1166611920648,2.24938025162531,rmr,3.1,0.07,0.17537126583637122,1.3677823998673804,-1.6043627753343868,-1.6558586766921235,-1.7575880732567561
anoplopomatidae,Anoplopoma_fimbria,sablefish,pelagic,12,619,11.999,0.154438811807648,6.86,102,0.60607023742012,0.122627442523401,rmr,3.8,0.2,0.6268867822098734,4.987956556471744,-0.054081689039401075,0.2045722372756796,-0.07798548729491772
carcharhinidae,Carcharhinus_leucas,bull_shark,pelagic,9,5000,19.7,1.98575,9.5,27,2.25,0.190907874016428,rmr,4.3,0.46,1.1870831564233915,8.408964152537145,1.8693557390463198,1.9626501675950718,1.1217306455349674
carcharhinidae,Carcharhinus_leucas,bull_shark,pelagic,9,5000,19.7,1.98575,9.5,27,2.25,0.190907874016428,rmr,4.3,0.46,1.1870831564233915,8.408964152537145,1.8693557390463198,1.9626501675950718,1.1217306455349674
carcharhinidae,Carcharhinus_leucas,bull_shark,pelagic,9,5000,19.7,1.98575,9.5,27,2.25,0.190907874016428,rmr,4.3,0.46,1.1870831564233915,8.408964152537145,1.8693557390463198,1.9626501675950718,1.1217306455349674
carcharhinidae,Carcharhinus_melanopterus,blacktip_reef_shark,benthopelagic,8,1080,29.66,0.4268916,8.5,25,1,0.14078988953422,rmr,3.9,0.41,0.808312699870568,5.732656753226201,0.5688452282283141,0.5872784850268731,0.1619577392710595
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
carcharhinidae,Carcharhinus_plumbeus,sandbar_shark,pelagic,33,4413.0303030303,24,1.45708308080808,18,40,2.1,0.116185294945653,rmr,4.5,NA,1.098679645815118,8.150499543069362,1.5658217839812762,1.8298235330688726,1.6016170986669218
